"","E11","G33","I09","M18","B27","A02","A28","A33","A37","C02","D02","D10","D18","G02","G47","K43","M04","M16","P15","YA02","YA03","YA04","YA06","YA07","YA10","YA11","YA12","YA13","YA14","YA16","YA19","YA21","YA23","YA26","YA28","YA29","YA30","YA31","YA32","YA33","YA34","YB31","YB32","YB34","YB35","YB36","YB37","YB38","YB39","YB40","YB41","YB43","YB45","YB46","YB47","YB50","YB52","YB54","YB55","YB56","YB57","YB59","Z04","Z12","Z14","zero_counts","sample_percent"
"Sg_K36_3",0.0000733053323815436,0.00757774915218591,0.000356921135595654,0.000105660789432708,0.0000187054986077042,0.000259854764442162,0.0000525776177081416,0.00000505554016424439,0.0296244542544393,0.000805853102180556,0.0000834164127100324,0.000994424750306871,0.00010818855951483,0.000181999445912798,0.000762375456768054,0.000386748822564696,0.00115114649539845,0.00000303332409854663,0.0213920126509837,0.000110210775580528,0.0000222443767226753,0.000229521523456695,0.0000454998614781995,0.00411470413967851,0.0000313443490183152,0.00000758331024636658,0.00000606664819709327,0.00428659250526282,0.000033366565084013,0.000000505554016424439,0.000190088310175589,0.0000904941689399746,0.00000151666204927332,0.00000252777008212219,0.000116782977794045,0.0000106166343449132,0.0000111221883613377,0.0000444887534453506,0.0000141555124598843,0.000459548600929815,0.000117794085826894,0.00000404443213139551,0.00000556109418066883,0.0000561164958231127,0.000275526938951319,0.000413543185435191,0.0000636998060694793,0.00000808886426279102,0.00000353887811497107,0.0000358943351661352,0.00000454998614781995,0.0000156721745091576,0.0000131444044270354,0.000116782977794045,0.00000151666204927332,0.00124619065048624,0.00000556109418066883,0.00000808886426279102,0.0000303332409854663,0.00000151666204927332,0.0000490387395931706,0.0000869552908250035,0.0000965608171370678,0.0000111221883613377,0.000610709251840722,0,1
"Sg_K40_4",0.0071369060498638,0.0108643558129612,0.00498172927784642,0.000417082063550162,0.00000353887811497107,0.000386748822564696,0.000192616080257711,0.00128714052581662,0.0000677442382008748,0.0000439831994289262,0.0000272999168869197,0.00000202221606569776,0.0000384221052482574,0.000199693836487653,0.00000404443213139551,0.0000338721191004374,0.000485331855767461,0.00000556109418066883,0.0000171888365584309,0.000436798670190715,0.0000510609556588683,0.0000156721745091576,0.0000454998614781995,0.000189582756159165,0.00011728853181047,0.000036905443198984,0.0000237610387719486,0.0000363998891825596,0.000036905443198984,0.00000556109418066883,0.0000308387950018908,0.000016177728525582,0.0000181999445912798,0.00000859441827921546,0.0000106166343449132,0.0000409498753303795,0.000000505554016424439,0.000153688420993029,0.000138016246483872,0.000488870733882432,0.0000525776177081416,0.0000257832548376464,0.0000131444044270354,0.0000181999445912798,0.000148632880828785,0.000041455429346804,0.0000176943905748554,0.0000237610387719486,0.0000626886980366304,0.00000151666204927332,0.0000520720636917172,0.0000262888088540708,0.0000222443767226753,0.000275021384934895,0.0000874608448414279,0.000582903780937378,0.0000768442104965147,0.0000111221883613377,0.000645086924957584,0.0000232554847555242,0.000262382534524284,0.0004054543211724,0.000090999722956399,0.00267994184106595,0.000551053877902638,0,1
"Sg_M02_5",0.0000444887534453506,0.0000475220775438973,0.0000353887811497107,0.0000384221052482574,0.000151666204927332,0.0000460054154946239,0.0000470165235274728,0.0000303332409854663,0.0000227499307390997,0.0000626886980366304,0.000191604972224862,0.000028816578936193,0.000394837686827487,0.00443016984592736,0.0000348832271332863,0.0000480276315603217,0.000200199390504078,0.0000439831994289262,0.000190088310175589,0.0163026003676389,0.000221432659193904,0.000407982091254522,0.00540588909762652,0.00039635434887676,0.00607524261537248,0.00533005599516286,0.000411015415353069,0.00277700821221944,0.000228510415423846,0.000415565401500889,0.000380176620351178,0.000254293670261493,0.00102627465334161,0.000313949044199577,0.0011936130327781,0.0188662647849272,0.0000353887811497107,0.000439831994289262,0.00602772053782858,0.00528051170155326,0.00395292685442269,0.0149396267393586,0.000243171481900155,0.000308893504035332,0.000282099141164837,0.000245699251982277,0.0025939976582738,0.000732042215782587,0.000386243268548271,0.0000323554570511641,0.000229521523456695,0.000435282008141442,0.0116130813112858,0.000445393088469931,0.0000960552631206434,0.000207782700750444,0.000165316163370792,0.000447920858552053,0.00531792269876867,0.000417082063550162,0.0248874131205423,0.000289682451411203,0.00279419704877787,0.000339732299037223,0.000446909750519204,0,1
"Sg_M07_27",0.0000192110526241287,0.0000353887811497107,0.000122849625991139,0.00744377733783344,0.00000101110803284888,0.00157783408526067,0.0000090999722956399,0.00000454998614781995,0.000028816578936193,0.0000111221883613377,0.0000247721468047975,0.00000151666204927332,0.0000090999722956399,0.0000854386287757302,0,0.00000758331024636658,0.0000571276038559616,0.00000606664819709327,0.00000353887811497107,0.0000869552908250035,0.0000166832825420065,0.00000303332409854663,0.0000267943628704953,0.0000217388227062509,0.00000252777008212219,0.0000197166066405531,0.00000303332409854663,0.00000202221606569776,0.0000141555124598843,0.000000505554016424439,0.0000298276869690419,0.0000141555124598843,0.00000758331024636658,0.00000202221606569776,0.00000505554016424439,0.0000111221883613377,0,0.0000434776454125017,0.000020727714673402,0.0000156721745091576,0.00000960552631206434,0.0000156721745091576,0.0000429720913960773,0.00000202221606569776,0.0000753275484472414,0.00000758331024636658,0.00000404443213139551,0.0000146610664763087,0.000020727714673402,0.00000859441827921546,0.00000202221606569776,0.00000303332409854663,0.0000187054986077042,0.0000727997783651192,0.00000252777008212219,0.0000394332132811062,0.00000606664819709327,0.00000353887811497107,0.0000166832825420065,0.00000505554016424439,0.0000267943628704953,0.00000808886426279102,0.0000141555124598843,0.0000242665927883731,0.0000439831994289262,2,0.969231
"Sg_M07_39",0.00150907873902695,0.000049544293609595,0.0030388851927273,0.0000363998891825596,0.000000505554016424439,0.0000399387672975307,0.0000222443767226753,0.00000151666204927332,0.00014458844869739,0.00000960552631206434,0.00000808886426279102,0.0000677442382008748,0.0000465109695110484,0.0000879663988578524,0.0000166832825420065,0.0000399387672975307,0.000680475706107295,0.000000505554016424439,0.0000510609556588683,0.0000136499584434599,0.000416576509533738,0,0.0000318499030347396,0.0000298276869690419,0.000000505554016424439,0,0.00000303332409854663,0.00000101110803284888,0,0,0.00000101110803284888,0.00000151666204927332,0.00000101110803284888,0.000000505554016424439,0.0000460054154946239,0.0000156721745091576,0.00000101110803284888,0.00103790239571937,0.00000606664819709327,0.000318499030347396,0.000167338379436489,0.0000444887534453506,0.0000793719805786369,0,0.0000136499584434599,0.000070272008282997,0.0000111221883613377,0.000000505554016424439,0,0.000000505554016424439,0.00000151666204927332,0.000000505554016424439,0.00000353887811497107,0.0000313443490183152,0.0000232554847555242,0.00000353887811497107,0.0000257832548376464,0,0.0000212332686898264,0.0000960552631206434,0.0000217388227062509,0.00000454998614781995,0.000201716052553351,0.000214354902963962,0.00000353887811497107,7,0.892308
"Sg_M12_6",0.000776530969227938,0.000815964182509044,0.000352371149447834,0.00381895504007021,0.00143830117672753,0.00310207944478036,0.00189228868347667,0.000448426412568477,0.00330126772725159,0.00028816578936193,0.00176943905748554,0.00138875688311793,0.0275986993106265,0.00441550877945105,0.00267235853081958,0.00867935135397477,0.0203960712386276,0.00938106032877189,0.0019858161765152,0.0155316304925916,0.0288180955982423,0.0390287700679667,0.0396005516605427,0.0271138730088755,0.0183162220150574,0.0330551438098955,0.00279217483271218,0.027826704172034,0.0215942342575535,0.00951048215697654,0.00690182343222644,0.0237089667082569,0.0591326310851009,0.00298630757501916,0.0344737283799825,0.0251128902118676,0.000891291730956286,0.00892454505194062,0.0312462715391289,0.0887510186913431,0.0212474242022863,0.0285006076759277,0.0358948407201516,0.0040130877823772,0.00138926243713436,0.0016652949301021,0.042064116382579,0.00357628911218648,0.0140508627784844,0.000537909473475603,0.0440443714649135,0.0481954754937746,0.0279733148367971,0.0228343582598426,0.00241806486055809,0.0301633748359477,0.0141464124875886,0.0226265755590922,0.0130690768785882,0.0148016104928747,0.0129775716016153,0.00267589740893456,0.0131833320863001,0.0374873358718886,0.0379640733093768,0,1
"Sg_OA11r1_9",0.0000404443213139551,0.000131949598286779,0.0000212332686898264,0.0000328610110675885,0.000016177728525582,0.0000404443213139551,0.000041455429346804,0.000049544293609595,0.00091909720185963,0.0000551053877902638,0.00014003846254957,0.0000151666204927332,0.000245699251982277,0.0170629536083412,0.0000318499030347396,0.00192514969454426,0.000152677312960181,0.000368043323956992,0.0000429720913960773,0.000169866149518611,0.000181493891896374,0.000228004861407422,0.000281088033131988,0.00346759499865523,0.000235082617637364,0.0034670894446388,0.0131049712137543,0.00121939628761575,0.000121332963941865,0.0000252777008212219,0.000249238130097248,0.00014003846254957,0.00340440074660217,0.003127862699618,0.00190543308790371,0.000256821440343615,0.0000753275484472414,0.000161271731239396,0.0000950441550877945,0.000191099418208438,0.0104700236801501,0.00027906581706629,0.000109705221564103,0.000439326440272837,0.0194228797570105,0.000191099418208438,0.000136499584434599,0.000294232437559023,0.000270471398787075,0.000132960706319627,0.000461570816995513,0.00033366565084013,0.000220421551161055,0.000691597894468632,0.0000606664819709327,0.000562176066263976,0.000188571648126316,0.00253990337851638,0.00156216191075152,0.00159755069190123,0.000149138434845209,0.00793669250384727,0.0081318363541871,0.00060363149561078,0.010815317073368,0,1
"Sg_OB03r2_39",0.0000657220221351771,0.000119310747876168,0.0000323554570511641,0.000199693836487653,0.000139532908533145,0.0002027271605862,0.000235588171653789,0.00102172466719379,0.000207782700750444,0.000235082617637364,0.00400803224221295,0.0000889775068907012,0.00211119357258846,0.00177803347576475,0.000265921412639255,0.000120321855909016,0.00125225729868334,0.000408993199287371,0.00422592602329188,0.00254597002671347,0.00349691713160784,0.00881635649242579,0.00415717067705816,0.00369559986006265,0.00363897781022311,0.00335788977709112,0.00648170804457773,0.0111373549818304,0.00309095725641902,0.000159249515173698,0.0058563377262607,0.00333210652225348,0.00692204559288342,0.00467435243586036,0.00391703251925655,0.00338316747791234,0.00247064247826623,0.00552823316960124,0.00115670758957912,0.00314100710404504,0.00285941351689663,0.00516221206170995,0.00139381242328218,0.00833961905493754,0.000901908365301199,0.00441095879330323,0.000947913780795823,0.00971422042559559,0.00773598755932676,0.000459548600929815,0.00256012553917336,0.0119841579593413,0.00249844794916958,0.0123390568788713,0.00175781131510777,0.00112839656465935,0.00561973844657406,0.00481489645242636,0.00489679620308711,0.00574916027477872,0.00224920981907233,0.00537555585664106,0.00211978799086767,0.00279015261664648,0.00215214344791884,0,1
"Sg_OB24r1_18",0.0053391559674585,0.0060610871029126,0.00101262469489815,0.00491246837759627,0.00535887257409905,0.00294181882157381,0.00916114433162726,0.0204890931776497,0.00844022430420601,0.00331340102364577,0.00366425551104433,0.00140746238172564,0.140994465194628,0.0104826625305607,0.0112581823917558,0.00748978275332806,0.0194678740644723,0.0166256493841341,0.00446454751904422,0.00252979229818789,0.00373098864121236,0.00765105448456746,0.0610400863890703,0.0643534874127161,0.0896372548821351,0.009279949525487,0.00839371333469496,0.0083593356615781,0.0125003286101107,0.00956508199075038,0.00882444535668858,0.0707553179226988,0.0429134471301721,0.0769645323524237,0.00199946613495866,0.0240224101984401,0.00314100710404504,0.0111085384028942,0.0146120277367156,0.00756207697767676,0.00946144341738337,0.00960906519017931,0.0673190672730619,0.076925604693159,0.00412228744992487,0.00189329979150952,0.000849836301609482,0.00732396103594085,0.0316143148630859,0.00427648142493433,0.121972489772642,0.0110948884444507,0.0160831899245107,0.0164845998135517,0.00130786824049002,0.0181266392588983,0.00565462167370735,0.0362820950967327,0.00745186620209623,0.00720566139609753,0.0206761481637267,0.0107212840263131,0.0071844281274077,0.0102945964364508,0.00920209420695764,0,1
"Sg_OM21r1_55",0.0006081814817586,0.0000844275207428813,0.000160260623206547,0.000229521523456695,0.00000101110803284888,0.000219410443128206,0.000020727714673402,0.0000915052769728234,0.000229015969440271,0.0000379165512318329,0.0000166832825420065,0.0000131444044270354,0.0000267943628704953,0.000445898642486355,0.00000505554016424439,0.0000379165512318329,0.000243171481900155,0.0000146610664763087,0.000020727714673402,0.000274010276902046,0.000105660789432708,0.0000136499584434599,0.0000404443213139551,0.0000520720636917172,0.0000166832825420065,0.0000363998891825596,0.0000217388227062509,0.00000202221606569776,0.0000308387950018908,0.000000505554016424439,0.0000247721468047975,0.0000293221329526175,0.0000596553739380838,0.00000303332409854663,0.0000257832548376464,0.0000303332409854663,0,0.0000293221329526175,0.000020727714673402,0.000163293947305094,0.0000419609833632284,0.0000338721191004374,0.000033366565084013,0.0000176943905748554,0.000335687866905827,0.000016177728525582,0.000125377396073261,0.0000146610664763087,0.0000338721191004374,0.00000808886426279102,0.0000439831994289262,0.00000101110803284888,0.0000571276038559616,0.000681992368156568,0.00000960552631206434,0.00010818855951483,0.0000136499584434599,0.0000116277423777621,0.000200199390504078,0.00000960552631206434,0.000240643711818033,0.0000363998891825596,0.00011273854566265,0.00016177728525582,0.00108643558129612,1,0.984615
"Sg_P27_36",0.000367032215924143,0.000319004584363821,0.00000960552631206434,0.000107177451481981,0.00184173328183423,0.000938308254483759,0.000479770761586793,0.0000106166343449132,0.000662781315532439,0.000831130803001778,0.0000313443490183152,0.0000773497645129392,0.0162222172790274,0.00235284839243934,0.000529315055196388,0.00000303332409854663,0.00879512322373596,0.00738462751791178,0.0000692609002501481,0.00647260807228209,0.0119887079454891,0.030351946484074,0.00582802670134093,0.00575623803100866,0.0286340739362638,0.00818542507992809,0.0000530831717245661,0.00574814916674587,0.00646401365400288,0.0000551053877902638,0.0000116277423777621,0.00942302131213512,0.0076353823100583,0.0453148287081882,0.0141782623906234,0.00544734452697333,0.006780996022301,0.0109235056328829,0.0111302772256004,0.00951199881902582,0.0000500498476260195,0.000609698143807873,0.00137005138451023,0.0000652164681187526,0.00513743991490515,0.0000257832548376464,0.00678554600844882,0.0108582891647641,0.0000844275207428813,0.000215366010996811,0.0000566220498395372,0.0000545998337738394,0.0179127899099507,0.000112232991646225,0.0000470165235274728,0.00609698143807873,0.000012638850410611,0.00142566232631692,0.00315819594060347,0.0168900541347241,0.00366526661907718,0.0154825917529984,0.00309601279658326,0.00634520846014313,0.00165316163370792,0,1
"Sg_YB37_28",0.000241149265834457,0.000766925442915874,0.000285638019279808,0.00310764053896103,0.001241135110322,0.00343068955545624,0.000863486260052942,0.000244182589933004,0.0005626816202804,0.000721425581437674,0.00141605680000485,0.000659242437417468,0.00193981076102057,0.000709797839059912,0.000406970983221673,0.000314454598216001,0.00296406319829648,0.000251260346162946,0.00109351333752606,0.00598575955446536,0.00149795655066561,0.00163951167526446,0.00156570078886649,0.0117010477101436,0.00702163973411903,0.01110348286273,0.00133466260336052,0.0043937699567448,0.00332199544192499,0.00130685713245717,0.00120018523499162,0.00079725868390134,0.00144891781107244,0.00130786824049002,0.000625875872333455,0.00392613249155219,0.00136752361442811,0.00194183297708627,0.00166276716001998,0.00736389980323838,0.00118147973638391,0.0138051635265022,0.00193576632888918,0.00253838671646711,0.000879663988578524,0.00114255207711923,0.0145594501190074,0.0024514314256421,0.00307073509576204,0.000221432659193904,0.00382401058023446,0.00498476260194497,0.000926680512105996,0.00174921689682856,0.00673094617467498,0.000670364625778806,0.00120119634302447,0.0126575559092187,0.00720566139609753,0.00310359610682963,0.00658686327999401,0.00333210652225348,0.00270521954188717,0.00222696544234965,0.0126585670172515,0,1
"Sg_Z03_24",0.00539173358516664,0.010608039926634,0.0326759782975772,0.00303837963871088,0.0000763386564800903,0.00285031354460099,0.000987346994076929,0.0000257832548376464,0.00477546323914525,0.00102526354530876,0.0000980774791863411,0.00105357457022853,0.000508587340522985,0.00202626049782915,0.00011273854566265,0.00604086494225562,0.00300703528969256,0.000041455429346804,0.00184577771396563,0.00276942490197308,0.00107581894695121,0.0000106166343449132,0.000241654819850882,0.000311421274117454,0.000104649681399859,0.0000303332409854663,0.0000818997506607591,0.000214354902963962,0.0000535887257409905,0.0000363998891825596,0.0000616775900037815,0.0000995941412356145,0.0000556109418066883,0.00000202221606569776,0.000491904057980979,0.0000389276592646818,0.0000192110526241287,0.00339176189619156,0.000315971260265274,0.000994930304323296,0.00113749653695499,0.0000318499030347396,0.0000682497922172993,0.0000202221606569776,0.000720414473404825,0.000100099695252039,0.000506059570440863,0.0000384221052482574,0.00000556109418066883,0.0000596553739380838,0.000354898919529956,0.0000116277423777621,0.000102121911317737,0.000193121634274136,0.000239632603785184,0.00049999292224377,0.0000328610110675885,0.000012638850410611,0.00406414873803606,0.0000449943074617751,0.000319004584363821,0.000392815470761789,0.000796753129884916,0.000300804639772541,0.000356415581579229,0,1
"Sg_Z17_26",0.00157176743706358,0.00452470844699873,0.0201513830946781,0.00299085756116698,0,0.0018740887388854,0.0000687553462337237,0.00014003846254957,0.0000788664265622125,0.00000303332409854663,0.00000101110803284888,0.0000141555124598843,0.0000647109141023282,0.00579971567642116,0.0000111221883613377,0.00527444505335617,0.000888763960874164,0.000000505554016424439,0.0000313443490183152,0.00000303332409854663,0.000317487922314548,0.000000505554016424439,0.0000586442659052349,0.000169360595502187,0.0000758331024636658,0.000000505554016424439,0.00000404443213139551,0.0000652164681187526,0.00000101110803284888,0,0.00000303332409854663,0.00000151666204927332,0.00000202221606569776,0.000000505554016424439,0.0000409498753303795,0.000000505554016424439,0.000000505554016424439,0.00212383242299907,0.000156216191075152,0.000399893226991731,0.000457020830847693,0.000000505554016424439,0.00000606664819709327,0,0.0000257832548376464,0.00000151666204927332,0.0000106166343449132,0.000000505554016424439,0.00000960552631206434,0,0.00000505554016424439,0.00000101110803284888,0.00000151666204927332,0.0000358943351661352,0.0000353887811497107,0.000451965290683448,0,0.00000202221606569776,0.00238368718744123,0.0000116277423777621,0.0000869552908250035,0.00000859441827921546,0.000399893226991731,0.000294737991575448,0.00112182436244583,5,0.923077
